date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
44610,21.6,15.3,27.2,,,,8.9,,1013.4,
44611,24.8,21.2,29.9,,,,8,,1008.9,
44612,21.8,19.3,30.2,8.7,,,10.6,,1007.4,
44613,22.6,18,27.5,0.8,,,7.8,,1014,
44614,22.6,18,27.9,,,,5.7,,1017.7,
44615,22.6,18.4,27.8,,,,9.4,,1015.4,
44616,22.4,20.6,26.6,12,,,10.6,,1010.9,
44617,23.4,16.2,29.2,,,,5.1,,1014.7,
44618,24.6,20.4,29.5,0.2,,,8.1,,1012,
44619,23.4,22,26.8,60.2,,,8.3,,1007,
44620,23.8,19.7,29.5,,,,7,,1010.4,
44621,21.6,14.6,29.7,,,,10.4,,1013.2,
44622,24.9,19.3,31.2,,,,8.2,,1010,
44623,23.9,20,31.5,,,,11.4,,1012.7,
44624,24.5,21.7,28.1,,,,5.5,,1010.4,
44625,24.3,21.5,28.3,,,,5.1,,1009.3,
44626,24.2,19.4,28.2,,,,7.8,,1008.7,
44627,22.9,15.6,28.2,40,,,13.5,,1006.2,
44628,22.2,16.1,27.5,,,,6.6,,1013.6,
44629,20.8,17.9,27.5,18,,,7.2,,1014,
44630,20.2,16.8,24.7,,,,7.7,,1014.3,
44631,19.4,13.6,24.8,,,,5.7,,1017.7,
44632,18.8,12.2,25.1,,,,4.6,,1018.8,
44633,20,14.2,25.5,,,,3.6,,1018.7,
44634,21.8,15.7,28.3,,,,6.3,,1014.8,
44635,24.6,19.5,31,,,,6.6,,1014.5,
44636,25,20.5,31.1,,,,9.4,,1013,
44637,26.1,22,31,,,,6,,1008.5,
44638,18.5,14.6,31.5,4.1,,,14.4,,1017.4,
44639,15.4,9.1,21.5,,,,5.6,,1024.5,
44640,16,10.2,21.7,0,,,8.4,,1025.7,
44641,19.3,16,22.1,34.5,,,13.1,,1020,
44642,21.1,18.3,25,,,,8.1,,1012.9,
44643,22.8,20.2,26.1,,,,7.1,,1006.4,
44644,17.6,11.1,26.2,,,,15.7,,1000.9,
44645,15.3,9.8,21.4,,,,10.8,,1002.9,
44646,19.3,16.7,24.6,,,,9.9,,1007.6,
44647,20.8,14.2,29,,,,4,,1012.3,
44648,21.3,14.9,29,,,,7.7,,1013.8,
44649,22.7,16.2,30.4,36.3,,,11.9,,1007.4,
44650,14.4,8.7,30.4,,,,15.1,,1017.3,
44651,13.7,7.7,20.2,,,,4.4,,1024.2,
44652,14.5,8.2,21.2,,,,3.6,,1026.2,
44653,18,13.1,22.1,,,,11.6,,1020.8,
44654,19.8,17,24.3,,,,9.8,,1014,
44655,16.3,7.6,24.5,,,,5.3,,1017.4,
44656,17.3,9.6,23.7,,,,6,,1016.8,
44657,20.5,14,26.6,,,,6.1,,1014.6,
44658,21.3,16.7,26.7,,,,3.6,,1014.7,
44659,21.1,18.2,25.2,,,,6,,1015.7,
44660,20.9,15.9,25.5,,,,5.4,,1015.1,
44661,22.5,19.2,26.6,,,,9.7,,1011.2,
44662,20.6,16.9,26.6,16.5,,,6.9,,1007.3,
44663,17.2,11.7,25.2,0,,,7.9,,1011.9,
44664,15.8,9.1,23.2,,,,5.4,,1017.8,
44665,15.7,10.4,22,,,,6.6,,1022.6,
44666,15.3,9.8,22.2,,,,6.6,,1022.5,
44667,18.6,14.5,23,,,,7.1,,1022.7,
44668,19.2,17,23.1,,,,6.4,,1022.5,
44669,19.9,17.9,23.8,0.6,,,8,,1019.5,
44670,20.4,15.2,24.9,,,,3.4,,1016.6,
44671,20.6,14.7,26.5,,,,6,,1014.9,
44672,18.1,13,26.5,0.8,,,4.7,,1012.3,
44673,15.6,12.6,22.6,7.9,,,8.6,,1006.7,
44674,15.2,7.6,21.6,,,,13.4,,1007,
44675,19.2,14,24.7,,,,12.8,,1007.5,
44676,21.5,19.5,25.7,30,,,8.7,,1005.6,
44677,21.1,18.8,25.7,0,,,10.8,,1004.3,
44678,19.5,13.8,25.3,16,,,8.7,,1005.7,
44679,14.6,11.2,21.9,0,,,8.8,,1019.3,
44680,10.8,4.6,18.8,,,,4.7,,1027.1,
44681,11.6,7.3,16.1,,,,4.4,,1021,
44682,13.8,7.9,19.9,,,,6.1,,1017.5,
44683,12.8,8.3,20,,,,6.9,,1022.6,
44684,11.5,6.2,17.4,,,,4,,1023.2,
44685,13.7,8,20.7,,,,5.4,,1020.7,
44686,15.7,9.8,22,,,,6.7,,1020.2,
44687,18,12.9,24.8,,,,4.1,,1021.5,
44688,19.1,14.7,24.8,,,,8.3,,1021.7,
44689,19.3,15,24.2,,,,8.6,,1018.6,
44690,16.2,11,23.9,,,,3.3,,1019.4,
44691,16.8,13.5,22.5,,,,6.2,,1018,
44692,14.4,10.5,21,,,,9.2,,1020.9,
44693,13.4,7.8,17.6,,,,7.1,,1020.3,
44694,15.9,12.5,19.4,,,,6.7,,1018.1,
44695,15.8,12.5,20.9,,,,6.6,,1019,
44696,12.7,7.8,20.9,,,,8.2,,1021.2,
44697,12.7,10,16.7,0,,,14.1,,1021.2,
44698,11.7,9,16,0.5,,,16.6,,1022.2,
44699,11.7,8.7,16.5,,,,8.2,,1025,
44700,10.8,5.5,16.6,,,,4.3,,1021.6,
44701,13.5,8.8,19.1,,,,7.4,,1017.8,
44702,15.7,12,22.6,,,,4.7,,1019.6,
44703,14.6,9.2,23.1,,,,6.5,,1019.1,
44704,15.9,11,21,,,,3.9,,1016.1,
44705,17,13.7,21,,,,7,,1014.3,
44706,12.3,8.6,21.3,20,,,16.4,,1019.6,
44707,10.4,6,15.3,,,,7.5,,1024.6,
44708,12.3,8.1,16.8,,,,5.6,,1018.8,
44709,11.2,8.4,16.8,0,,,4,,1015,
44710,10.1,6.2,14.5,0,,,7.6,,1015.1,
44711,7.1,3.1,12.7,0,,,6.7,,1019.8,
44712,6.4,1.2,13.2,0,,,2.9,,1022.4,
44713,8.1,3.8,14.5,0,,,2.3,,1022.5,
44714,7.5,1.7,14.9,0,,,2.8,,1025,
44715,7.6,3.6,14.6,0,,,6.9,,1026.4,
44716,11.9,9.9,15.9,0,,,8.9,,1020.1,
44717,11.4,7.8,16,0,,,1.1,,1016.5,
44718,11.3,7.7,17.2,0,,,2.4,,1016.8,
44719,10.6,8.5,17.3,0,,,5.7,,1015.9,
44720,10.6,8,15.2,0,,,3,,1017.3,
44721,11,7.5,16.3,0,,,6.4,,1019.5,
44722,8.2,3,16.3,0,,,10.5,,1026.4,
44723,8.1,2.8,15.8,0,,,7.6,,1024.3,
44724,9.8,3.8,19.3,0,,,2,,1023.7,
44725,11.8,4.2,19.3,0,,,7.2,,1022.2,
44726,13.4,9.9,18.5,0,,,8.4,,1017.2,
44727,13.3,9.1,19.1,0,,,4,,1015.9,
44728,12.7,8.7,19.3,0,,,3,,1013.2,
44729,9.2,5,18.4,0,,,8.1,,1012.8,
44730,9.3,2.3,17.3,0,,,7.4,,1017.9,
44731,11.6,7.6,18.7,0,,,10.3,,1017.4,
44732,9.8,5.7,18.7,0,,,5.8,,1017,
44733,11.4,7.4,16.2,0,,,14.7,,1016.3,
44734,7.6,4.4,16.2,,,,12.8,,1021,
44735,8.1,5.1,10.5,0,,,6.5,,1021.7,
44736,10,6.7,12.2,0,,,6.6,,1025.1,
44737,7.6,2.6,12.2,0,,,5.4,,1031.6,
44738,8.7,4.8,12.2,0,,,6.1,,1025.7,
44739,10.4,9.3,12.5,,,,4.5,,1018,
44740,11.3,8.2,15.3,0,,,4.2,,1017.4,
44741,13.1,7.6,20.1,0,,,10,,1014.3,
44742,13.1,8.8,20.2,0,,,5.2,,1017.9,
44743,11,9,18.2,9.7,,,16.3,,1010.9,
44744,10,5.1,14.2,0,,,5.5,,1014.8,
44745,8.5,3.2,15.5,0,,,4.2,,1022,
44746,11.4,4.1,15.6,0,,,5.3,,1016.8,
44747,11.7,10.4,14.3,0,,,6.7,,1018.1,
44748,11.6,9.4,14.5,0.4,,,7.3,,1009.9,
44749,10.7,6.2,14.9,1.3,,,9.7,,1016.8,
44750,8.7,2.6,15.1,0,,,7.9,,1021.1,
44751,14.9,11.6,19,1,,,10.3,,1009.2,
44752,18.2,14.3,20.9,3.1,,,11.8,,1004.4,
44753,11.7,9.3,20.9,0.3,,,12.3,,1011.9,
44754,8.4,3.2,12.9,0,,,8,,1019.7,
44755,11.1,7.2,15.6,0,,,13.8,,1017.1,
44756,12.7,8.3,15.9,,,,8.3,,1010.5,
44757,10.7,9.2,13.9,0,,,8.1,,1009.1,
44758,10.2,8.9,12.2,0,,,14,,1011.7,
44759,8.7,3,14.3,0,,,8.4,,1018.9,
44760,11.1,6.9,18.1,0,,,7.3,,1022.5,
44761,9.6,3.6,18.1,0,,,7.6,,1025.1,
44762,13.2,8.6,17.3,0,,,10.9,,1014.7,
44763,13.3,10.5,19.4,0,,,9.5,,1013.3,
44764,12.4,7,19.6,0,,,5.2,,1015,
44765,14.3,10.5,19.2,0,,,4.9,,1013.5,
44766,15.1,13.5,16.6,0,,,11.7,,1015.7,
44767,14.7,13,16.8,6.8,,,8.5,,1017.5,
44768,18.4,15.1,22.7,15.1,,,6.6,,1015.7,
44769,18.3,15.8,22.7,7.7,,,10.3,,1011.9,
44770,13.7,10.5,19.6,7.1,,,21.6,,1013.5,
44771,12,6.2,19,0,,,4.6,,1018,
44772,14.1,8.5,20.4,0,,,7.3,,1017.5,
44773,14.6,10.3,20.5,0,,,4.7,,1018.2,
44774,12.8,8.4,18.7,0,,,4.5,,1018,
44775,13.6,10.3,18.6,0,,,10,,1017.2,
44776,12.7,10.2,16.2,0,,,7.8,,1015.6,
44777,10.7,6.6,15.8,0,,,10.2,,1015.9,
44778,10.3,4.8,17.7,0,,,3.8,,1019.2,
44779,10.9,6.6,17.8,0,,,6.8,,1021.1,
44780,11.7,7.9,17,0,,,11.5,,1023.8,
44781,10.2,5.7,15.1,,,,8.6,,1027.5,
44782,11.8,9.6,14.9,0,,,7.9,,1031.2,
44783,11.6,9,14.9,0,,,8.5,,1027.5,
44784,13.7,9.7,18.4,0,,,10.9,,1022.1,
44785,15.1,10.6,19.2,0,,,8.3,,1017.1,
44786,17.2,11,22.4,0,,,5,,1017,
44787,18.8,14.8,22.8,0.7,,,12.3,,1009.7,
44788,16.4,9.4,23.4,0.5,,,12.4,,1005.4,
44789,13.9,8.7,20.6,0,,,8.5,,1008.4,
44790,12.8,9.6,20.7,0.1,,,9.6,,1009.3,
44791,9.1,3.5,14.5,0,,,10.1,,1021.9,
44792,11,4.6,18.7,0,,,8.9,,1028.5,
44793,13.1,8.2,19,0,,,9.5,,1027.8,
44794,12.9,6.3,19.7,0,,,3.3,,1028.1,
44795,11.6,8.5,19.7,0,,,7.4,,1026,
44796,14.8,10.6,19.8,0,,,8.1,,1020.2,
44797,18.2,11,25.5,0,,,5.8,,1017.8,
44798,19.7,15.3,26.4,0,,,4.5,,1016.5,
44799,18.5,14.2,26.7,,,,7.6,,1013.3,
44800,17.9,8.9,24.3,13,,,11.7,,1014,
44801,9.3,4,19.2,0,,,8.3,,1032.9,
44802,10.7,5.2,15,0,,,7.6,,1033.2,
44803,13.7,10.1,17.2,0.3,,,11.5,,1026.3,
44804,16.6,13.6,20.4,0,,,6.5,,1017.1,
44805,16.4,14.9,20.7,1.1,,,4.8,,1012.8,
44806,12.6,7.6,17.8,0,,,17.3,,1022.8,
44807,12.5,5.2,19.7,0,,,5.5,,1027.4,
44808,15.7,9.9,21.9,0,,,10.9,,1025.5,
44809,16.5,10.1,23.4,0,,,5,,1024.8,
44810,15.9,11.3,23.5,0,,,9.8,,1019.8,
44811,19.1,14.5,24.1,0,,,10.5,,1009.6,
44812,19.2,10.6,24.1,21.4,,,11.2,,1006.1,
44813,10.7,7.5,24.2,11.9,,,14.9,,1017.4,
44814,11.9,4.7,19.6,0,,,4.4,,1023.3,
44815,12.8,6.9,19.7,0,,,8.4,,1021.6,
44816,14.4,8.5,18.7,0,,,5,,1018.5,
44817,14.4,8.8,20,0,,,5.1,,1019.9,
44818,15.6,9.7,20.3,0,,,6.9,,1024.8,
44819,16.8,12.3,21.3,0,,,8.4,,1024.3,
44820,18.3,14.6,23,0,,,13.5,,1021.8,
44821,19.7,15.6,24.6,0,,,19.1,,1017.3,
44822,19,16,24.6,0,,,8.4,,1013.5,
44823,18.3,14.8,22.9,0.2,,,8.1,,1014,
44824,13.2,8.4,23.5,4.5,,,8,,1017.9,
44825,14.5,11.9,18.2,4.6,,,9.8,,1017.8,
44826,14,9,19.2,5.4,,,5.1,,1018.3,
44827,13.7,6.3,20,0,,,4.5,,1019.8,
44828,17.6,12.8,22.3,0,,,8.3,,1019.3,
44829,17.3,13.5,22.4,0,,,8.8,,1017.5,
44830,18.1,13.7,24.1,0,,,3.5,,1013.6,
44831,18.8,12.7,27.8,0,,,8.1,,1020.3,
44832,14.4,9.8,27.8,0,,,16.7,,1029.4,
44833,14.7,11.5,18.5,0,,,17.4,,1027.6,
44834,16.4,12.5,20.6,0,,,8.1,,1022.9,
44835,17.8,11.5,23.6,0,,,4.9,,1021.5,
44836,19.7,12.6,28,0,,,7.1,,1022.7,
44837,15.3,11.4,27.9,0,,,11,,1022.1,
44838,15.6,11.7,20.2,0,,,12.4,,1017,
44839,18.2,14.4,22.6,0,,,10.1,,1014.5,
44840,17.8,14.4,23.5,0.5,,,6.9,,1009.6,
44841,20.8,10.9,29,0,,,6.7,,1006.9,
44842,17.4,9,29,0.2,,,15.5,,1008.1,
44843,13.5,6,21.5,0.7,,,7.8,,1020.5,
44844,15.1,8.8,21.8,0,,,6.3,,1023.3,
44845,16.5,12.2,21.3,0,,,10.1,,1019.8,
44846,20.8,12.7,29.4,0,,,11.3,,1012.1,
44847,19.4,12,29.5,,,,22.2,,1019.1,
44848,14.1,11.4,16.9,0,,,11.3,,1030.4,
44849,14,12.4,17.2,4,,,8,,1028.2,
44850,15.5,11.2,20,4,,,15.1,,1024,
44851,16.8,13.4,20.2,0.1,,,14.4,,1026,
44852,18.4,15.3,22,0.8,,,12.4,,1023.8,
44853,19.6,16.3,23,0,,,9.9,,1017.2,
44854,20.6,18.2,24.3,2,,,4.8,,1010.3,
44855,19,15.6,24.2,,,,7,,1011.3,
44856,13.4,10.6,24.6,6.6,1,,10.4,,1020.7,
44857,14.9,9.6,19.6,0.1,,,12.5,,1022,
44858,19.8,15.7,24.8,0,,,9.9,,1018.1,
44859,21.8,17.7,27.2,0,,,13.2,,1012.3,
44860,20.7,17.6,27.5,4.1,,,10,,1004.2,
44861,21.3,15.3,28,0,,,13.7,,1007.8,
44862,25.8,18.6,34.7,0,,,10.5,,1005.4,
44863,25.1,19,34.8,3,,,9.5,,1001.5,
44864,17.1,11.3,31,3,,,9.4,,1008.2,
44865,12.9,7.9,17.7,0,,,12,,1027.5,
44866,15.1,7,21.7,0,,,4.6,,1030.7,
44867,20.1,13,26.2,0,,,6.9,,1029,
44868,20,12.4,26.4,0,,,6.7,,1027.5,
44869,19.3,15.6,26.7,0,,,10.2,,1025.2,
44870,19.9,16.2,24.2,0,,,13.3,,1023.4,
44871,20.8,16.9,25.1,0,,,10.9,,1024,
44872,21.2,17.5,25.7,0,,,13.7,,1023.8,
44873,20.8,16,25.7,0,,,11.9,,1021,
44874,21.7,17.3,26,0,,,10.9,,1016.1,
44875,22.7,18.3,27.6,0,,,8.4,,1013.9,
44876,23.8,18.9,29.8,0,,,6.5,,1012.4,
44877,24,20.4,29.8,0,,,7.6,,1009.8,
44878,23.1,18.7,28,0,,,6.9,,1005.4,
44879,18.9,16,26.5,90.5,,,13.5,,1003.8,
44880,23.9,15.7,32.5,0,,,8,,1010.8,
44881,26.7,18.1,33.5,0,,,4.8,,1015.2,
44882,26.6,22.9,34,0,,,11.9,,1017.2,
44883,25.8,22.4,31,0,,,9.1,,1013.9,
44884,27.4,23.9,31.5,1.6,,,9,,1008.8,
44885,25.1,19.4,31.5,0.3,,,8.1,,1008.9,
44886,17.6,15.5,29.6,7.9,,,11,,1014,
44887,18.8,14.2,24.4,0,,,7.3,,1014.4,
44888,22.8,13.7,30.2,0,,,10,,1011,
44889,27.6,20.2,34.2,0,,,10.6,,1011.8,
44890,22.6,16.2,34.5,0,,,13.5,,1019.1,
44891,25.3,20.5,32.4,0,,,8.6,,1018.3,
44892,26.1,22.2,32.7,0,,,9.1,,1018,
44893,26.8,21.4,31.6,0,,,11.9,,1012.9,
44894,27.8,23.7,33,0,,,9.4,,1007.3,
44895,26.7,21.7,33,5.6,,,10.2,,1005.9,
44896,21.1,17.9,30.5,15,,,12.6,,1009.8,
44897,21,15.8,26.7,0,,,9.4,,1013.6,
44898,22.6,18.6,27,0,,,8,,1011.9,
44899,25.5,17.6,32.2,0,,,2.9,,1009.9,
44900,28.4,22.5,34.1,0,,,7.8,,1011.2,
44901,29.1,23.6,34.7,0,,,8.4,,1011.4,
44902,29.7,25.7,35,0,,,8,,1009.2,
44903,28.9,22.2,35.6,2.3,,,7.5,,1005.5,
44904,30.1,22.6,37.9,10.2,,,9.1,,1005.1,
44905,25.9,21.6,38.2,32,,,10.5,,1011.1,
44906,29.3,22.4,37.5,0.5,,,10.2,,1006,
44907,23.2,18.2,37.7,3,,,9.9,,1007.6,
44908,21.4,15.9,28.5,0,,,8.5,,1011.8,
44909,27.4,21.7,32.2,0,,,11.2,,1008.7,
44910,25.2,18.1,32.4,8.9,,,14.8,,1013.7,
44911,20.9,16.3,28.9,0,,,10.8,,1017.6,
44912,21.8,18.4,26.1,0,,,12.7,,1014.6,
44913,23.5,20.3,28,0,,,14.3,,1015.3,
44914,24.8,21.4,29.8,0,,,12.5,,1015.9,
44915,25.8,22.5,30.5,0,,,13.1,,1015.6,
44916,25.4,21.4,31,0,,,11.2,,1015.4,
44917,26.6,22.6,31.9,0,,,12.6,,1011.9,
44918,24.9,20.6,32.2,4.1,,,6.8,,1009.9,
44919,20.6,17.5,28.3,15,,,11.5,,1014.1,
44920,19.1,12.5,25,0,,,6.8,,1018.5,
44921,22.9,16,29.4,0,,,5.1,,1015.1,
44922,25.8,19.6,30.9,0,,,7,,1011.2,
44923,26.6,22.3,31.1,0,,,10,,1009.8,
44924,23.9,16.1,31,0,,,5.9,,1013.7,
44925,29.1,21.8,36.6,0,,,11.4,,1008.9,
44926,27.3,22.5,36.8,0,,,12.7,,1011.9,
44927,23.2,20,30.8,5,,,6.1,,1010.1,
44928,23.4,17.3,30.3,0,,,8.2,,1007.9,
44929,26,19.9,32.9,1.1,,,11.2,,1008.1,
44930,24.6,15.8,32.9,0,,,7.9,,1013.4,
44931,26.3,20.3,32.2,0,,,7,,1015.2,
44932,28,23.6,33.9,0,,,9.3,,1016.8,
44933,27.3,23.4,33.9,0,,,11.1,,1019.3,
44934,26.7,23.2,32.8,0,,,13.5,,1018.4,
44935,26.6,23.2,32.2,0,,,11.8,,1014.3,
44936,27,23.2,33.3,0,,,11.7,,1010.8,
44937,25.7,22.7,33.6,0,,,6.5,,1010,
44938,23.1,18.6,29.4,0,,,8.3,,1009.9,
44939,25.6,18.8,31.1,0,,,8.9,,1009.5,
44940,26.8,21.3,32.2,0,,,5.9,,1009.7,
44941,28.4,20.6,34.8,0,,,8.7,,1012.5,
44942,30,25.4,36.4,0,,,8.9,,1012.3,
44943,29.9,25.9,36.5,0,,,12.2,,1014.6,
44944,26.6,23.1,36,0,,,11.1,,1017.7,
44945,27.9,24.2,32.7,0,,,13.4,,1015.1,
44946,26.9,22,33,0.7,,,11.3,,1008.5,
44947,25.6,21.8,33,15,,,4.8,,1004.4,
44948,27.5,19.8,35.4,0.4,,,6.4,,1006.2,
44949,27.2,21,35.4,0,,,6.4,,1010.1,
44950,28.7,23.7,34.4,1.9,,,7,,1008,
44951,27.7,20.7,34.6,0,,,8.1,,1009.4,
44952,27.8,24.5,34.2,0,,,10.2,,1008.1,
44953,25.1,20.9,32.2,25.9,,,8.7,,1009.9,
44954,25.8,20.8,31.9,0.3,,,6,,1014,
44955,26.3,22.5,32.1,0,,,11,,1015.8,
44956,25.6,22.2,30,0,,,10.9,,1011.1,
44957,26.6,22.6,30.6,0,,,7.7,,1010,
44958,25.6,23.7,30.7,0,,,10.7,,1013.2,
44959,24.5,21.4,28.1,14.6,,,9,,1014.1,
44960,22.8,18.8,28,30,,,11.1,,1015.5,
44961,23.7,17.8,29.8,0,,,7.8,,1016.3,
44962,25.3,18.2,31.5,0,,,4.4,,1012.3,
44963,28.3,22.7,33.2,0,,,7.9,,1010.3,
44964,29.3,24.8,35,0,,,8,,1010.2,
44965,28.3,25.8,35.3,1.4,,,8.9,,1008.8,
44966,28.8,22.1,34.1,0,,,6.6,,1010.4,
44967,30.4,24.6,36.4,0,,,6.8,,1010,
44968,32.1,26.2,37.4,0,,,8,,1009,
44969,33.5,29,38.1,0,,,12.1,,1004.8,
44970,28.8,23.9,38.1,0,,,9.8,,1003.7,
44971,27.6,21.8,33.9,0,,,5.6,,1005.8,
44972,25.3,20,34,0,,,9.4,,1006.7,
44973,23,12.7,30.1,5,,,10.9,,1002.3,
44974,12.3,7.9,26.6,0,,,14.1,,1012.4,
44975,16,8.9,23,0,,,6.6,,1020.2,
44976,20.8,15.5,26.7,0,,,9.9,,1020.3,
44977,22.2,16,28.9,0,,,7.1,,1017.5,
44978,24.4,20.8,30.5,0,,,10.5,,1015.3,
44979,27,21.6,33.1,0,,,9.9,,1014.5,
44980,26.4,21.3,33.2,0,,,4.3,,1013.4,
44981,26.2,21.1,32,3.9,,,5.4,,1011.2,
44982,25.7,21.3,32.7,0,,,6.2,,1005.6,
44983,23.6,17.9,33.2,0.8,,,8.3,,1012.7,
44984,25,20.9,30.8,0,,,10.4,,1017.1,
44985,28.9,22.8,36,0,,,7.1,,1013.4,
44986,31.1,25.6,37,6.1,,,11.5,,1009.1,
44987,30.6,25.1,37.6,0,,,9.1,,1007.6,
44988,30.8,25.4,38,0,,,11.1,,1006.6,
44989,28.7,24.6,36,,,,9.3,,1009.5,
44990,27,23.5,36.3,0,,,9.2,,1011.9,
44991,29.1,25.6,33.6,0,,,12.4,,1010.1,
44992,27.6,21.8,33.6,0,,,10.5,,1008.3,
44993,28.1,23.9,33.6,0,,,7.4,,1008.5,
44994,27.8,23.8,33.7,0,,,10,,1012,
44995,30.7,26.3,36.8,0,,,9.6,,1010.6,
44996,32.5,26.2,38.8,0,,,7,,1011.1,
44997,32.1,28,38.9,0,,,8.6,,1012.7,
44998,30.6,27,36.5,0,,,10.8,,1012.4,
44999,31.5,28,36.9,0.4,,,9.4,,1010.6,
45000,28.4,25.5,37,13.1,,,7,,1011.3,
45001,27.5,24.7,31.4,1.4,,,4.8,,1012.3,
45002,28.7,25.2,33.2,0.6,,,6.7,,1012.8,
45003,26.8,23.3,33.4,0,,,11.7,,1014.9,
45004,27.5,25.1,33.4,5,,,7.1,,1011,
45005,23.2,18.5,33.4,4.1,,,11.2,,1015.1,
45006,22.9,19.5,26.5,0,,,14.8,,1018.2,
45007,23.3,19.8,27,,,,11.6,,1019.3,
45008,24.9,20.9,29.6,2.8,,,5.3,,1016.4,
45009,24.1,20.2,29.6,,,,10.4,,1017.3,
45010,23.8,19.8,28,13.4,,,7.2,,1012,
45011,20,14.2,28.4,0,,,10.1,,1019,
45012,21.6,17.5,25.9,0,,,8.2,,1016.7,
45013,25.2,21.1,30.2,0,,,13.1,,1009.9,
45014,23.9,19,30.7,1,,,10,,1009.4,
45015,18.8,14.7,29,1,,,12.5,,1015.9,
45016,20.9,16.8,24,0,,,14.9,,1018.8,
45017,15.8,9.9,22.9,0,,,6,,1021,
45018,18.6,16.4,21.4,26.1,,,6.3,,1016.1,
45019,18.7,15.2,21.9,29,,,5.4,,1014.7,
45020,19.2,15.8,23.8,0.6,,,6.3,,1017.6,
45021,21.6,19.2,25.9,0,,,10.5,,1018.8,
45022,21.7,18.8,25.9,,,,11.2,,1019.4,
45023,21.8,18.9,26.5,0,,,7.9,,1019.4,
45024,21.9,18.1,26.5,0,,,8.4,,1019.5,
45025,22.3,16.8,27.9,0,,,8.1,,1017.1,
45026,22.2,16.4,27.9,0,,,4.8,,1017.4,
45027,24,18.6,29.4,0.4,,,8.6,,1010.8,
45028,19.7,15.4,29.8,2,,,9.7,,1013,
45029,15.3,9.9,21,0,,,8.9,,1018.6,
45030,14.9,9.4,19.9,0,,,5.3,,1020.6,
45031,16.9,11.7,20.2,0,,,6.6,,1020.8,
45032,16.4,11.8,20.3,0,,,3.6,,1017.7,
45033,16.4,12.8,20.8,0,,,5.1,,1011.7,
45034,13.7,9.7,21.7,7.1,,,7.8,,1005,
45035,14.5,11.7,18.3,,,,8.2,,1008.3,
45036,14.6,7.9,20.7,0,,,3.7,,1018.4,
45037,17.3,13.2,21.9,0,,,7.8,,1016.3,
45038,18.1,13.3,24.4,0,,,4.6,,1019.9,
45039,18.7,14.4,24.5,0,,,7,,1022,
45040,18.8,15.5,22.9,0,,,6.4,,1019.9,
45041,19.4,17.5,22.3,21.1,,,2.5,,1014.5,
45042,18.8,15,24,0,,,2.5,,1014.2,
45043,20.9,15.6,27.9,0,,,4.7,,1014.3,
45044,21.8,17.5,28.1,0,,,9.9,,1012.9,
45045,22.3,17.7,27.2,0,,,13.8,,1009.7,
45046,20.4,14.7,26.9,3.8,,,15,,1008.9,
45047,14.9,9.5,26.9,3,,,5.7,,1019.9,
45048,13.1,7.9,20.1,0,,,4.3,,1021.6,
45049,13.9,8.6,20,0,,,3.5,,1020.8,
45050,15.8,9.6,22.3,0,,,4,,1019,
45051,17.8,13,22.3,15.7,,,11,,1019.7,
45052,18.4,16.8,21.3,33,,,13,,1012.6,
45053,17.8,15.1,21.8,0,,,5.7,,1012.5,
45054,16.1,11.5,21.8,0,,,4.5,,1016.8,
45055,15.1,9,21.8,0,,,3.7,,1019.6,
45056,15.2,10.8,20.4,0,,,6.5,,1021.4,
45057,13.1,8.9,20.5,0,,,5.4,,1022.6,
45058,14.1,8.2,18.5,0.5,,,8.7,,1020.1,
45059,17.3,13.9,22.8,0,,,4.9,,1016.1,
45060,19.8,14.5,26.9,0,,,8.6,,1016.3,
45061,19.2,13.4,26.9,0,,,3.7,,1018.1,
45062,19.9,15.9,25.5,0,,,9.4,,1016.6,
45063,19.8,16.4,25.5,0,,,10.7,,1013.7,
45064,18.8,13,23.7,0,,,7.9,,1016.3,
45065,15.2,11,22.9,13.3,,,6.6,,1017.6,
